ProjID,EA_Headway,AM_Headway,MD_Headway,PM_Headway,EV_Headway
3146,,,,,
3147,,,,,
3181,,,,,
3182,,,,,
3183,,,,,
3184,,,,,
962,,,,,
964,,,,,
965,,,,,
968,,,,,
969,,,,,
970,,,,,
972,,,,,
973,,,,,
974,,,,,
975,,,,,
976,,,,,
977,,,,,
978,,,,,
979,,,,,
980,,,,,
981,,,,,
982,,,,,
983,,,,,
986,,,,,
989,,,,,
996,,,,,
997,,,,,
998,,,,,
999,,,,,
1000,,,,,
1003,,,,,
1004,,,,,
1005,,,,,
1006,,,,,
1014,,,,,
1021,,,,,
1022,,,,,
1025,,,,,
1028,,,,,
1029,,,,,
1030,,,,,
1031,,,,,
1035,,,,,
1039,,,,,
1058,,,,,
1067,,,,,
1069,,,,,
1071,,,,,
1072,,,,,
1074,,,,,
1078,,,,,
1079,,,,,
1082,,,,,
1083,,,,,
1085,,,,,
1086,,,,,
1087,,,,,
1094,,,,,
1095,,,,,
1096,,,,,
1097,,,,,
1098,,,,,
1099,,,,,
1100,,,,,
1102,,,,,
1104,,,,,
1105,,,,,
1116,,,,,
1117,,,,,
1118,,,,,
1119,,,,,
1129,,,,,
2004,,,,,
2006,,,,,
2007,,,,,
2008,,,,,
2079,,,,,
2115,,,,,
2818,,,,,
2819,,,,,
2938,,,,,
2941,,,,,
2986,,,,,
2989,,,,,
3042,,,,,
3043,,,,,
3044,,,,,
3045,,,,,
3091,,,,,
3094,,,,,
3095,,,,,
3096,,,,,
1176,,,,,
1178,,,,,
1013,,,,,
1041,,,,,
1177,,,,,
1036,,,,,
1084,,,,,
1024,,,,,
2942,,,,,
2026,,,,,
1053,,,,,
3040,,,,,
3041,,,,,
985,,,,,
1044,,,,,
1156,,,,,
1154,,,,,
1007,,,,,
1008,,,,,
1009,,,,,
1010,,,,,
1027,,,,,
1032,,,,,
1092,,,,,
1093,,,,,
1131,,,,,
2870,,,,,
2939,,,,,
2940,,,,,
1128,,,,,
2943,,,,,
2990,,,,,
2874,,,,,
1068,,,,,
1070,,,,,
1073,,,,,
2871,,,,,
2873,,,,,
1016,,,,,
1017,,,,,
2009,,,,,
1155,,,,,
1123,,,,,
1125,,,,,
1065,,,,,
2075,,,,,
2077,,,,,
1064,,,,,
2504,,,,,
2505,,,,,
2506,,,,,
2507,,,,,
2518,,,,,
2519,,,,,
2520,,,,,
2521,,,,,
2522,,,,,
2523,,,,,
2524,,,,,
2525,,,,,
2526,,,,,
2527,,,,,
2528,,,,,
2529,,,,,
2530,,,,,
2531,,,,,
2532,,,,,
2533,,,,,
2534,,,,,
2535,,,,,
2536,,,,,
2537,,,,,
2538,,,,,
2539,,,,,
2540,,,,,
2541,,,,,
2545,,,,,
2548,,,,,
2550,,,,,
2551,,,,,
2552,,,,,
2555,,,,,
2556,,,,,
2557,,,,,
2559,,,,,
2561,,,,,
2558,,,,,
2508,,,,,
2509,,,,,
2563,,,,,
2562,,,,,
2542,,,,,
2560,,,,,
2543,,,,,
1180,,,,,
5244,,,,,
3097,,,,,
3098,,,,,
3099,,,,,
3100,,,,,
3102,,,,,
3103,,,,,
3104,,,,,
3105,,,,,
3106,,,,,
3107,,,,,
3108,,,,,
3109,,,,,
3110,,,,,
3111,,,,,
3112,,,,,
3113,,,,,
